prot_IDs,prot_names,Gene_names,translation_G1_1,translation_G1_2,translation_G2M_1,translation_G2M_2,translation_MG1_1,translation_MG1_2,translation_S_1,translation_S_2
Q9P265;E9PHD6;H0YIU5,Disco-interacting protein 2 homolog B,DIP2B,25.88169,26.26876,26.47865,25.41912,25.82017,25.63926,25.62238,25.36229
Q96SL1;Q96SL1-2;Q05BS2,Disrupted in renal carcinoma protein 2,DIRC2,21.84272,21.98158,22.13865,21.48134,21.61194,21.41895,22.31587,22.07486
Q9Y2L1;Q9Y2L1-2;G3V1J5;F2Z2C0,Exosome complex exonuclease RRP44,DIS3,25.16096,25.66931,25.51842,24.98116,25.23144,25.19317,24.68555,24.66926
Q8TF46;Q8TF46-3;Q8TF46-4;Q8TF46-2;B4DI34;E9PS35,DIS3-like exonuclease 1,DIS3L,23.88781,23.8447,24.08188,23.70872,23.90545,23.35689,22.57819,21.96113
O60832;O60832-2;C9IYT0;H7C0M1;H7C2Q9;H7C2Q2;H7BZF2,H/ACA ribonucleoprotein complex subunit 4,DKC1,26.39624,26.5335,26.78481,25.56343,27.22444,26.38337,25.37006,24.97233
A4D212;Q8N201,Integrator complex subunit 1,DKFZP586J0619;INTS1,26.98587,26.89527,27.51239,26.63409,27.10809,26.62645,26.78756,26.6245
O94907;Q9UBU2;D6RCC2;D6RGF1,Dickkopf-related protein 1,DKK1,23.35138,23.03004,24.0164,22.91253,24.37033,23.44733,25.11676,25.24666
P10515;E9PEJ4;H0YDD4;F5H7M3;F5H0X9;E9PKC7,"Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial",DLAT,24.56116,24.82411,25.11414,24.61251,24.7574,24.55766,25.49195,25.45001
P09622;E9PEX6;F5H4I0;B4DT69;B4DHG0;F2Z2E3;F8WDM5;F8WDY5,"Dihydrolipoyl dehydrogenase, mitochondrial;Dihydrolipoyl dehydrogenase",DLD,24.91178,24.91246,25.32924,25.07802,24.66281,25.22758,24.9336,25.05792
Q12959-2;Q12959-7;Q12959;Q12959-4;E7ETS7;Q12959-6;Q12959-3;Q12959-5;E7EQD7;B4E2H8;E7EWL7;E9PG21;H7C166;A8MUT6;C9JCP6;C9JN61;C9IYP1;C9JUA9;F2Z2L0;C9J110,Disks large homolog 1,DLG1,21.80452,23.12324,22.57884,21.38258,22.47813,22.12316,21.97589,21.73355
Q8TDM6;Q8TDM6-4;Q8TDM6-2;Q8TDM6-3;H7C606,Disks large homolog 5,DLG5,,22.67517,22.7541,20.60485,21.74263,,20.68457,
Q9Y2H0;Q9Y2H0-3;Q9Y2H0-1;F8WF49,Disks large-associated protein 4,DLGAP4,21.96716,22.37883,23.21974,22.19532,22.82619,22.17874,22.57635,22.57365
Q15398;A8MTM6;Q15398-1;G3V4E5;G3V543,Disks large-associated protein 5,DLGAP5,24.93666,24.32677,26.68124,26.21645,26.57658,26.28569,24.31472,24.71759
P36957;B7Z5W8;Q86SW4;G3V3F0;H0YJF9;B7ZAZ8;G3V5M3,"Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial",DLST,23.50845,23.36386,24.10358,23.03567,23.99101,23.82668,24.30668,23.25911
Q9NPF5;Q5TG40;Q5TG38;Q5TG39;Q5TG37;Q5TG36,DNA methyltransferase 1-associated protein 1,DMAP1,23.35676,23.12357,24.55245,23.84489,23.84105,24.24735,23.39323,22.93668
F5H6K1;P11532;E9PDN5;H0YFQ3;P11532-4;F5GZT3;E7EQS7;P11532-2;E7EQS6;P11532-3;H0Y8D5;H0Y304;E7ESB2;F8VX32;E7EQS5;E7EQR9;F5GZY3;P11532-6;P11532-5;E9PDN1;B4DSV7;H0Y3E8,Dystrophin,DMD,23.71994,20.38079,20.92369,19.75057,22.30207,22.2476,23.31672,23.09761
F5H269;Q9Y485;E7EMZ0,DmX-like protein 1,DMXL1,23.21596,24.03389,23.30076,23.1322,23.82542,23.5285,23.48775,23.0077
F5GWF1;Q8TDJ6;Q8TDJ6-2;H0YLM8,DmX-like protein 2,DMXL2,21.43262,21.98465,23.53955,22.46792,22.12767,22.06342,22.94971,23.73169
P51530;P51530-3;F8VR31;P51530-2,DNA2-like helicase,DNA2,23.09165,22.3953,23.51977,22.60277,23.22858,23.20998,21.8285,23.62712
Q9NVR5;Q9NVR5-2,Protein kintoun,DNAAF2,21.1194,20.60955,22.57762,21.04946,21.57436,21.21306,,
Q96JB1;Q96JB1-2;H0Y7V4,"Dynein heavy chain 8, axonemal",DNAH8,24.40549,24.00359,,,,23.33892,27.19507,22.8012
P31689;F5GZ88;B7Z5C0,DnaJ homolog subfamily A member 1,DNAJA1,26.07077,26.1988,26.62729,26.11839,27.0402,27.6201,25.30522,25.43272
O60884;H3BMW5;I3L320,DnaJ homolog subfamily A member 2,DNAJA2,24.71837,24.93939,25.02428,24.6871,25.59204,25.02149,23.69456,24.07512
Q96EY1;Q96EY1-2;I3L1T6;I3L1I6;I3L1T9;I3L3D3;E7ES32,"DnaJ homolog subfamily A member 3, mitochondrial",DNAJA3,25.14118,24.8375,24.63909,24.20045,24.85643,25.31122,24.33756,24.42809
Q8WW22-2;Q8WW22;E9PDM9;F5H170;C9JDE6;F8WF76;F5H300;F5H6V9,DnaJ homolog subfamily A member 4,DNAJA4,22.70696,23.77354,21.64112,22.85167,23.11534,23.11563,22.37796,22.70453
P25685;B4DX52;Q9UDY4,DnaJ homolog subfamily B member 1,DNAJB1,23.17393,23.47098,24.58497,24.10645,24.67503,23.95704,23.60479,23.26313
Q9UBS4;H7C2Y5,DnaJ homolog subfamily B member 11,DNAJB11,24.91132,25.1043,24.77022,24.17509,24.92025,24.91027,24.52987,24.78267
Q9NXW2-2;Q9NXW2,DnaJ homolog subfamily B member 12,DNAJB12,22.86507,22.7732,23.50203,22.7331,23.82503,23.72848,22.84496,22.81063
O75190;O75190-3;B4DVN1;O75190-2;C9J2C4;E9PH18;C9J2P2;F8WCZ4;C9JDX6;C9JDR7;C9JB42;Q8WWF6;C9JN01,DnaJ homolog subfamily B member 6;DnaJ homolog subfamily B member 3,DNAJB6;DNAJB3,21.64368,21.69021,21.71238,22.95683,21.02729,,19.98092,20.36271
Q8IXB1;F8W884;Q8IXB1-2;Q3B7W8;E7EP04;Q71S60,DnaJ homolog subfamily C member 10,DNAJC10,22.72257,23.11475,23.59355,22.2912,22.51278,21.04327,22.54877,22.72713
Q9NVH1;F5H1N1;Q9NVH1-2;Q9NVH1-3;B1AK20;Q5TH61;Q9UMU8;B4DGD5,DnaJ homolog subfamily C member 11,DNAJC11,23.57554,23.24325,22.78421,22.01458,24.16546,22.69011,22.83028,22.20431
O75165;F5GX04;H0Y8Q2,DnaJ homolog subfamily C member 13,DNAJC13,25.29586,25.60246,25.04735,24.09732,25.0436,24.79684,25.0147,24.87867
Q9Y2G8;Q5TDH4;Q5TDG9,DnaJ homolog subfamily C member 16,DNAJC16,21.52373,21.50446,21.22276,20.86068,22.0256,20.23081,20.65953,20.04487
Q9NVM6;H0YLQ7,DnaJ homolog subfamily C member 17,DNAJC17,21.90375,21.8441,21.92911,21.30179,21.69162,21.48871,20.76385,20.67831
Q99543;Q99543-2;F5H621;H7C3L7;C9IZ83;F2Z3N9;F2Z3H0,DnaJ homolog subfamily C member 2,DNAJC2,22.89167,23.84431,24.43746,23.9898,23.45073,23.87951,23.72192,23.92741
Q5F1R6-2;Q5F1R6-3;Q5F1R6,DnaJ homolog subfamily C member 21,DNAJC21,23.77354,24.23892,24.10757,23.30647,23.98033,23.37358,23.78845,23.63168
Q13217,DnaJ homolog subfamily C member 3,DNAJC3,,22.01148,20.7338,21.96645,21.4864,21.89478,20.55244,
Q99615;Q7Z784,DnaJ homolog subfamily C member 7,DNAJC7,25.89055,26.15594,26.3085,26.06928,26.3902,26.13807,25.93254,25.81514
O75937,DnaJ homolog subfamily C member 8,DNAJC8,23.85205,22.32696,24.09885,23.52325,23.31244,23.85567,23.23175,22.37637
Q8WXX5,DnaJ homolog subfamily C member 9,DNAJC9,22.57706,21.91539,23.5899,22.68507,23.95793,23.37994,23.24168,23.04096
O00115;B7Z4K6,Deoxyribonuclease-2-alpha,DNASE2,23.22292,23.24537,23.85747,22.68329,23.56987,22.93984,22.85759,22.98827
Q8NFT8,Delta and Notch-like epidermal growth factor-related receptor,DNER,24.22766,24.1712,23.3476,22.84192,23.61807,24.10677,23.80696,23.77515
O00429;O00429-2;O00429-3;O00429-5;O00429-4;G8JL97;F8W8D1;O00429-6;G8JLD5;F8VZ52;B4DPZ9;F8W1W3;B4DDQ3;F8VUJ9;F8VYL3;F8VR28;H0YHY4;B4DGC9,Dynamin-1-like protein,DNM1L,24.73887,25.33685,24.77901,24.95292,24.84398,24.60868,24.79124,24.77017
E9PEQ4;P50570,Dynamin-2,DNM2,26.31487,26.60936,26.81238,26.06157,26.40734,26.38433,25.63813,25.84367
F5GX68;P26358;H0YFC7;P26358-3,Cytosine-specific methyltransferase;DNA (cytosine-5)-methyltransferase 1,DNMT1,27.72071,27.82208,28.3295,27.67324,27.64856,27.65526,27.81617,27.91028
Q9UBC3;Q9UBC3-6;Q9UBC3-2;Q9UBC3-5;Q9UBC3-3;E7EN63;Q9UBC3-4;E9PBF2;H0YG39;F8W7Y4,DNA (cytosine-5)-methyltransferase 3B,DNMT3B,,,,20.06329,19.37503,,20.46583,
Q9H147;H7C1M5;H7C1J2;F2Z2A4;H0Y501,Deoxynucleotidyltransferase terminal-interacting protein 1,DNTTIP1,22.50887,22.7536,23.22357,22.39825,22.89624,22.56851,22.56044,22.50487
Q5QJE6;E9PRB3,Deoxynucleotidyltransferase terminal-interacting protein 2,DNTTIP2,26.42278,26.42853,26.75672,26.47816,26.32096,26.23546,26.50482,26.43717
Q14185,Dedicator of cytokinesis protein 1,DOCK1,23.25768,23.74571,24.72104,23.36011,23.55684,23.32787,24.06587,24.33026
Q9H7D0;H0Y7N4;Q9H7D0-2;H0YB14,Dedicator of cytokinesis protein 5,DOCK5,25.20195,24.90017,25.46501,24.90164,24.63145,24.76461,24.55731,25.09434
Q96N67;Q96N67-6;Q96N67-2;Q96N67-5;Q96N67-3;Q96N67-4;Q96NI0,Dedicator of cytokinesis protein 7,DOCK7,21.68629,20.28692,22.91954,21.38142,21.64592,21.20293,21.53298,20.78053
Q9NYP3;F8W8A5;C9JSP0;C9J4K5;Q9NYP3-3;Q9NYP3-2;F8WD19;H7C1C1;H7C006;H7C304;H7C1M7;F8WC22,Protein downstream neighbor of Son,DONSON,22.55279,23.04504,23.45638,22.65042,23.35138,23.05283,22.79037,22.59894
Q8TEK3;Q8TEK3-2;H7BZ90;C9JH95,"Histone-lysine N-methyltransferase, H3 lysine-79 specific",DOT1L,22.97129,19.77942,22.78247,21.58852,20.57163,19.28494,22.60571,22.94858
Q92785;B4DT58;E9PN04,Zinc finger protein ubi-d4,DPF2,23.48787,23.20267,23.368,22.74626,22.9216,23.37279,22.54769,22.72359
Q9BZG8;I3L1H5;I3L226;Q9BZG8-2;Q9BZG8-3,Diphthamide biosynthesis protein 1,DPH1,,,21.7094,21.80022,22.14532,21.66475,,
Q9H2P9-5;Q9H2P9;Q9H2P9-4;E7EN60;Q9H2P9-6;E7EPS3;Q9H2P9-2;Q9H2P9-3,Diphthine synthase,DPH5,22.03513,22.07186,21.39477,21.40296,22.33437,22.23643,20.28805,22.2932
E9PBD4;H0Y368;Q5QPK2;O60762;E9PHH5;Q5QPJ9,Dolichol-phosphate mannosyltransferase,DPM1,24.57375,24.72817,24.81157,24.69487,25.24096,24.9888,24.13688,23.77334
Q9P2X0-2;Q9P2X0,Dolichol-phosphate mannosyltransferase subunit 3,DPM3,19.94535,20.62952,,20.90889,20.57321,,20.57228,21.0959
G3V180;G3V1D3;Q9NY33;F5H8L6;F5GXD5;E9PQ14;E9PPK9;Q9NY33-2;E9PKK8;E9PNX5;E9PQF2,Dipeptidyl peptidase 3,DPP3,26.09329,26.18888,26.45836,25.66517,26.84625,25.93125,25.80238,26.35582
Q6V1X1;Q6V1X1-3;Q6V1X1-5;Q6V1X1-2;Q6V1X1-4;C9JSG1;Q6V1X1-6;H0YK36;H0YKA2;H3BQ40;H0YN53,Dipeptidyl peptidase 8,DPP8,21.10942,21.87639,21.89408,22.63347,22.00813,21.74542,21.40338,22.34183
Q86TI2-2;Q86TI2;Q86TI2-4;Q86TI2-3;H7BYF3;Q86TI2-5,Dipeptidyl peptidase 9,DPP9,25.32625,25.2656,25.94436,24.51587,25.37003,25.03271,24.53919,24.73433
Q2PZI1;Q6NUT2;F5H1L7,Protein dpy-19 homolog 1;Protein dpy-19 homolog 2,DPY19L1;DPY19L2,20.73529,21.31705,21.62698,,21.19844,,20.76093,21.93815
Q12882;E9PFN1;B4DML1,Dihydropyrimidine dehydrogenase [NADP(+)],DPYD,21.28337,22.08122,21.95784,21.74923,23.66644,23.6825,22.05053,22.27464
Q16555;B4DR31;Q14194-2;Q14194;E9PD68;Q8NAN9;E5RFU4;Q14195-2;Q14195;H0YBT4;F5GWI3,Dihydropyrimidinase-related protein 2,DPYSL2,25.44531,25.49381,26.6392,24.88972,25.68536,25.3334,25.35111,25.25591
C9JCC6;Q14919-2;Q14919;E9PNC7;E9PQX9,Dr1-associated corepressor,DRAP1,22.59473,22.49578,22.9468,22.3227,22.59555,22.34725,22.25171,22.47667
Q9Y295;F8WEE0;H0YI06;H7C1E1,Developmentally-regulated GTP-binding protein 1,DRG1,24.18624,23.94494,22.83934,23.3656,22.46921,23.99921,24.5786,24.64911
P55039;A8MZF9,Developmentally-regulated GTP-binding protein 2,DRG2,21.7567,22.26931,21.95879,20.73653,23.83856,22.23891,21.3437,22.02374
Q9NRR4;E7EMP9;Q9NRR4-2;H0Y2N2;Q9NRR4-3;H7BYF6;H7C5U6;H0YB67,Ribonuclease 3,DROSHA,24.58302,24.46576,24.02952,23.77223,23.97027,24.0446,24.15043,23.82065
Q08554;Q08554-2,Desmocollin-1,DSC1,,,21.77905,24.50731,21.5078,22.6297,21.6443,21.99728
Q14574;Q14574-2,Desmocollin-3,DSC3,,,,19.82173,,,,
Q9BVC3,Sister chromatid cohesion protein DCC1,DSCC1,21.77571,22.24928,,,,,21.63538,
Q02413,Desmoglein-1,DSG1,,21.52239,21.38974,24.865,20.79186,21.80503,22.34954,21.28754
Q14126,Desmoglein-2,DSG2,27.23389,28.0425,27.77014,27.00185,27.8549,27.11545,27.52552,27.22066
Q9H410;B4DWT2;Q5JW58;Q5JW53;Q9H410-2;Q5JW54;Q9H410-3;Q5JW57,Kinetochore-associated protein DSN1 homolog,DSN1;C20orf172,22.05056,22.50603,19.91924,,20.9302,,22.90654,22.85797
P15924;P15924-2;H7BYR0,Desmoplakin,DSP,27.75015,28.22738,28.5626,29.02907,28.22945,28.3396,27.54023,27.19563
Q03001;E9PEB9;E7ERU2;F8W9J4;E9PHM6;E7ERU0;Q03001-8;F6QMI7;E7ETB9;Q03001-13;Q03001-9;Q03001-3;Q6P0N6;Q5T0V7;H0Y314;H0Y4F5;F5H5R6,Dystonin,DST,21.74739,21.23847,,22.43168,21.09255,22.69891,22.75872,22.86414
P60981;F6RFD5;P60981-2,Destrin,DSTN,23.75562,23.88026,23.95154,23.59776,23.62399,23.37159,23.2191,24.3682
Q9NZJ0;F5GZ90;E7ERQ0;Q9NZJ0-2,Denticleless protein homolog,DTL,25.69424,26.13991,24.65573,24.14818,24.53231,24.55151,25.64504,25.37232
A6NFV8;Q96EV8;F5GY46;Q96EV8-2;D6RCT8;D6RAX1,Dysbindin,DTNBP1,20.29816,19.94235,20.95631,20.46593,20.69702,19.96691,,
Q8TDB6,E3 ubiquitin-protein ligase DTX3L,DTX3L,22.81447,22.59853,23.55941,22.74647,23.21654,22.9165,22.60082,22.96515
P23919;H7BZ20;G5E9E9;H7C312;H7C3A4,Thymidylate kinase,DTYMK,21.85719,21.60078,23.14443,22.53919,23.32608,22.0316,22.51564,22.94149
Q9NX74;E7EUN9;I3L4Y9;I3L4H0;H3BM64;H3BQX4;I3L1K5;H3BMK6;I3L0K0;H3BTR3;H3BSF3;H3BRI6,tRNA-dihydrouridine(20) synthase [NAD(P)+]-like,DUS2L,22.85249,23.72036,23.9385,23.49228,24.26456,23.19164,23.488,23.27569
Q96G46;Q96G46-2;Q96G46-3,tRNA-dihydrouridine(47) synthase [NAD(P)(+)]-like,DUS3L,22.66386,22.7313,23.34922,22.11515,22.01645,22.20523,20.15128,20.84575
P28562;F5H3Z1;B4DQ64,Dual specificity protein phosphatase 1;Dual specificity protein phosphatase,DUSP1,21.67219,22.5858,22.43794,22.12114,23.36906,22.87613,22.35119,23.87923
O75319;C9JYA6;C9JGC8;O75319-2;H7C0E6,RNA/RNP complex-1-interacting phosphatase,DUSP11,22.30944,22.18371,22.58802,20.78796,22.23547,22.74446,21.75013,22.16106
Q9UNI6,Dual specificity protein phosphatase 12,DUSP12,21.05053,21.27634,21.99276,20.80978,21.94049,21.22635,21.36975,20.95858
Q05923,Dual specificity protein phosphatase 2,DUSP2,22.73847,22.15786,20.84942,20.22164,21.0458,21.98683,,19.32065
P51452;Q8IYJ9,Dual specificity protein phosphatase 3,DUSP3,21.51711,,,,,21.68573,19.33804,
Q13115,Dual specificity protein phosphatase 4,DUSP4,24.94083,24.89657,25.04377,24.55707,25.16258,24.87451,24.97136,24.90284
Q16690,Dual specificity protein phosphatase 5,DUSP5,,,21.56402,,20.99597,,,22.53943
P33316;H0YKI0;H0YKC5;H0YNW5;P33316-2;H0YNJ9;H0YMM5;H0YMP1;H0Y477,"Deoxyuridine 5-triphosphate nucleotidohydrolase, mitochondrial",DUT,23.45186,23.42329,23.86561,23.34001,23.64196,22.85675,24.08529,23.79511
O14641;I3L2N2;I3L2W9;I3L0M7;C9K0P9,Segment polarity protein dishevelled homolog DVL-2,DVL2;DVL3,22.00185,22.74966,22.46306,21.73798,21.87079,22.0253,21.45919,22.51826
F5GWR8;Q92997;B4E3E5;O14640;O14640-2;P54792;P54792-2;F8WCF1;F2Z380,Segment polarity protein dishevelled homolog DVL-3,DVL3,22.18341,23.25142,23.17269,22.3189,21.83884,22.06013,21.99424,22.3689
Q14204;H0YJ21,Cytoplasmic dynein 1 heavy chain 1,DYNC1H1,29.66741,29.68874,29.59215,29.21723,29.9538,29.72307,29.26519,29.14265
F8W8S0;Q13409;Q13409-5;Q13409-2;B7ZA04;Q13409-3;Q13409-6;E7EQL5;E7EV09;E7EMU4;E7ESD3;E7EQU2;E7ETL8;E7ET01;E7ERH4;E7ERR6;E7EUM4;E9PGG1;E7EU01,Cytoplasmic dynein 1 intermediate chain 2,DYNC1I2,24.00359,24.33504,24.22795,23.83161,23.94485,24.01844,23.83451,23.80607
Q9Y6G9;E9PHI6;C9JGM7;C9JLW1,Cytoplasmic dynein 1 light intermediate chain 1,DYNC1LI1,24.18956,23.77223,24.63145,23.80528,24.52928,23.91843,23.22542,23.84776
O43237;B4DZP4;E7EPL8;H3BUM4,Cytoplasmic dynein 1 light intermediate chain 2,DYNC1LI2,20.40062,,22.4706,,23.15986,22.39328,22.62422,
Q8NCM8-2;Q8NCM8,Cytoplasmic dynein 2 heavy chain 1,DYNC2H1,,,20.89719,,,,,
P63167;Q96FJ2;F8VRV5;F8VXL2;F8VXI7,"Dynein light chain 1, cytoplasmic;Dynein light chain 2, cytoplasmic",DYNLL1;DYNLL2,21.18707,21.59035,22.85859,22.08177,22.74751,21.12994,19.68056,19.80824
B1AKR6;H3BQI1;B4DFR2;Q8TF09;Q9NP97;Q7Z4M1;Q9NP97-2;H3BPA0;H3BNG9,Dynein light chain roadblock-type 2;Dynein light chain roadblock-type 1,DYNLRB1;DYNLRB2,21.57478,20.94364,21.52114,20.92405,22.68278,22.27566,21.01004,21.67288
O43781;O43781-2;Q5SY34,Dual specificity tyrosine-phosphorylation-regulated kinase 3,DYRK3,20.32345,21.55553,22.24618,21.34202,23.12851,21.52722,20.47457,19.97393
O00716;Q68DT0,Transcription factor E2F3,E2F3;DKFZp686C18211,19.66016,19.84388,19.91275,20.17877,,20.08797,19.81542,
Q16254;H3BVE4;H3BTM3;H3BMP3;C9JYE9;Q15329;Q15329-2,Transcription factor E2F4,E2F4,20.45523,21.70087,,21.99835,22.3173,21.58045,20.61234,21.22735
Q96AV8;Q96AV8-2;F8VSE7;H0YIF4;H0YHW2;F8VXV5,Transcription factor E2F7,E2F7,23.58921,23.94708,23.63799,23.24106,24.22199,23.37265,23.05159,23.09228
Q66K89;H3BUJ7;H3BSL4;H3BSL9;H3BQZ4,Transcription factor E4F1,E4F1,,21.24487,21.7776,20.40364,21.43588,20.65665,19.49273,21.42393
H3BRF5;Q5JPH6;H3BTB7;H3BQI0;H3BQP8;H3BPY3,"Probable glutamate--tRNA ligase, mitochondrial",EARS2,22.60037,22.30399,22.86073,22.29174,23.17153,22.7944,22.12865,22.12934
Q9HAK2,Transcription factor COE2,EBF2,22.94206,23.98841,23.72442,22.05112,23.50543,22.82153,22.53941,23.49729
H7C2Q8;Q99848,Probable rRNA-processing protein EBP2,EBNA1BP2,26.71188,26.65895,27.05579,26.47475,27.03286,26.68686,26.25566,26.14738
Q15125;C9JJ78;C9J719,"3-beta-hydroxysteroid-Delta(8),Delta(7)-isomerase",EBP,25.30904,,24.39028,22.96707,24.27888,25.58466,23.45889,23.526
C9JX46;O95905;E9PAW8;C9J316;F2Z2R1;C9JGV1,Protein SGT1,ECD,23.15267,23.94958,24.1519,22.99253,24.06686,24.07447,23.8227,23.68335
P42892;P42892-4;P42892-2;P42892-3;B4DKB2,Endothelin-converting enzyme 1,ECE1,24.51977,24.21934,23.74232,22.59921,24.4545,24.25241,23.06446,23.05889
Q13011,"Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial",ECH1,24.78032,25.00612,25.18665,24.70377,25.41361,25.2068,24.68539,24.62483
Q9NTX5;Q9NTX5-2;Q9NTX5-6;Q9NTX5-3;H0Y5L2;Q5TEF9;E9PLY6;E9PJS8;Q5TEG3;Q9NTX5-5;F2Z2D6;E9PRU6;E9PPG7;H0Y525;Q9NTX5-4;H0YCS9;E9PIU8,Ethylmalonyl-CoA decarboxylase,ECHDC1,23.35057,23.63157,23.94575,19.35827,23.7959,22.9147,21.59241,21.93808
P30084,"Enoyl-CoA hydratase, mitochondrial",ECHS1,25.5764,25.35689,25.19024,24.64521,25.5254,25.51301,25.14141,25.03019
P42126;P42126-2;H3BP91;Q96DC0;H3BS70,"Enoyl-CoA delta isomerase 1, mitochondrial",ECI1;DCI,22.51752,23.91944,23.28207,23.11804,23.47692,23.72192,22.67777,23.94682
O75521;O75521-2;C9JB63;F1LLU7;F8WAW4;C9J000;F8W6J1,"Enoyl-CoA delta isomerase 2, mitochondrial",ECI2,23.21267,23.73779,23.5852,23.25046,23.7083,23.57623,22.76614,23.36413
Q16610-4;Q16610;Q16610-2;Q16610-3,Extracellular matrix protein 1,ECM1,24.34996,24.41022,24.35313,24.56738,25.01107,24.55374,23.99127,24.24467
Q5VYK3;B3KXF2;Q5VYK5,Proteasome-associated protein ECM29 homolog,ECM29;KIAA0368,27.01297,26.99895,27.4617,26.50839,27.40803,26.90793,26.37023,26.46051
Q9BQ95;Q9BQ95-2,"Evolutionarily conserved signaling intermediate in Toll pathway, mitochondrial",ECSIT,20.32531,19.78224,,,19.91822,20.48306,20.75556,20.80041
Q9H8V3-3;Q9H8V3;G5E9L8;Q9H8V3-2;C9JDB4;H7C3G1;C9JTI2;C9JDV9;C9J1C4;C9J0L6;H7C103;C9JB41,Protein ECT2,ECT2,26.18442,26.45967,27.75755,27.24617,27.53934,27.03926,26.94145,27.13839
Q96F86;H3BPW9;H3BQ37;H3BU87;H3BQP5;H3BSQ0;H3BTH0;H3BN89;H3BMB8;H3BTD6,Enhancer of mRNA-decapping protein 3,EDC3,21.87234,22.07956,23.34435,22.26702,23.52265,23.00053,21.586,22.27887
Q6P2E9;Q6P2E9-2;I3L2F4,Enhancer of mRNA-decapping protein 4,EDC4,24.90242,24.5771,25.3278,24.49814,25.46314,25.40282,24.22612,23.8606
Q9BZQ6;B7ZLZ2,ER degradation-enhancing alpha-mannosidase-like 3,EDEM3,23.05326,22.75132,22.69647,,22.52198,20.37878,21.43817,21.90588
O60869;O60869-2,Endothelial differentiation-related factor 1,EDF1,25.09265,24.89961,25.81377,24.35944,25.06312,25.06944,25.29649,24.63456
Q3B7T1;Q3B7T1-5;F8W695;Q3B7T1-3;Q3B7T1-4;E9PJ07;H0Y353;H0YCS2,Erythroid differentiation-related factor 1,EDRF1;C10orf137,24.26098,24.09885,24.49381,24.64229,24.92339,24.7304,24.60501,24.55801
Q15075;H0YG06,Early endosome antigen 1,EEA1,25.95808,26.07314,26.1039,25.46554,25.9581,25.13061,25.47686,25.38126
O75530-2;O75530;O75530-3;E9PJK2;E9PL02;F5GY72;H0YEL4;E9PR98,Polycomb protein EED,EED,22.62945,23.15999,21.30229,22.65849,26.16087,23.16246,23.08024,24.68073
P68104;Q5VTE0;F8W6I0;Q6IQ15;Q5JR01;A6PW80;E7EPH7,Elongation factor 1-alpha 1;Putative elongation factor 1-alpha-like 3;Elongation factor 1-alpha,EEF1A1;EEF1A1P5,31.6298,31.69528,32.11011,31.65651,31.9697,31.71346,31.56665,31.6492
Q05639,Elongation factor 1-alpha 2,EEF1A2,25.60823,25.40662,25.89775,24.54115,26.18062,25.4345,24.46226,24.4215
P24534;C9JZW3;F2Z2G2;F8WF65,Elongation factor 1-beta,EEF1B2,25.81804,25.77037,26.31048,25.60142,26.35973,25.9451,25.78601,25.66555
E9PRY8;P29692-2;P29692;E9PK01;E9PI39;E9PQ49;E9PL12;E9PPR1;E9PBQ9;H0YCK7;E9PIZ1;E9PMW7;E9PK06;E9PK72,Elongation factor 1-delta,EEF1D,27.34807,27.33441,27.49633,27.04864,27.83918,27.31251,27.14063,27.12888
O43324;C9J1V9;D6RBD7;C9JLK5;H0YAL7;D6RCQ0;H0YAH9,Eukaryotic translation elongation factor 1 epsilon-1,EEF1E1,23.35609,23.88967,24.04602,23.32622,23.90692,24.00556,23.35205,23.38495
P26641;B4DTG2;B4DUP0;E7EMT2,Elongation factor 1-gamma,EEF1G,30.37451,30.14139,30.61886,30.54167,30.51465,30.26618,30.5037,30.28769
P13639;F5H370;B4DPU3;B4DMC6,Elongation factor 2,EEF2,31.88834,31.72171,32.16228,32.12244,32.18353,32.08996,31.72448,31.81723
O00418;H3BRH4,Eukaryotic elongation factor 2 kinase,EEF2K,,20.86658,21.35821,,20.21727,,,
P57772;C9J8T0,Selenocysteine-specific elongation factor,EEFSEC,22.66759,22.33058,22.43232,22.67528,22.20994,22.20141,21.3297,21.79852
Q12805;Q12805-3;Q12805-4;Q12805-2;B4DW75;E9PGL6,EGF-containing fibulin-like extracellular matrix protein 1,EFEMP1,21.86344,21.84288,21.04193,21.05192,21.59664,21.77965,21.05821,20.64465
Q8IYU8;F2Z348,EF-hand domain-containing family member A1,EFHA1,20.92781,24.25918,22.67103,20.11439,21.53098,20.97806,22.24037,20.89075
Q96C19;H0Y4Y4;C9JTI6;Q9BUP0;E9PFH3;B4DEE0;Q8WYH2;C9JTV4,EF-hand domain-containing protein D2,EFHD2,22.23392,23.39911,23.49644,23.17554,22.399,22.85595,22.84913,22.76879
H9KV44;Q14156;Q14156-2;A6NJG4;Q14156-3;E5RJS1;Q9Y2G0;E7ESK9;Q9Y2G0-3;H7BXG9,Protein EFR3 homolog A,EFR3A,23.84661,23.00347,24.05175,23.05378,24.50069,23.12926,23.58394,23.29292
Q7Z2Z2;Q7Z2Z2-2,Elongation factor Tu GTP-binding domain-containing protein 1,EFTUD1,21.1404,,,,20.96388,20.69744,22.57175,22.05527
